Airport,DateTime,Type_METAR,Dewpoint_METAR (C),Temperature_METAR (C),Visibility_METAR (km),Ceiling_METAR (ft),Wind_speed_METAR (kt),Wind_direction_METAR (degrees),Weather_METAR ,Flight_category_METAR,Type_TAF,Visibility_TAF (km),Ceiling_TAF (ft),Wind_speed_TAF (kt),Wind_direction_TAF (ddegrees),Weather_TAF,Flight_category_TAF,Altitude (ft),Latitude (degrees),Longitude (degrees),Distance (km),Error_type,Koppen Climate Classification
KIND,2024-09-27 00:00:00,METAR,16.1,22.2,10+,9000,17,50,None reported,VFR,TAF,6+,9000,9,50,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-26 18:00:00,METAR,14.4,26.1,10+,5500,6,50,None reported,VFR,TAF,6+,100000,12,40,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-26 12:00:00,METAR,13.9,15,10+,13000,7,30,None reported,VFR,TAF,6+,100000,6,40,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-26 06:00:00,METAR,14.4,16.7,10+,100000,4,30,None reported,VFR,TAF,6+,100000,5,20,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-26 00:00:00,METAR,14.4,21.1,10+,8000,4,20,None reported,VFR,TAF,6+,1800,5,280,None reported,MVFR,797,39.717331,'-86.294383,11.41,False Alarm - Type I (1) error,Dfa
KIND,2024-09-25 18:00:00,METAR,14.4,21.7,10+,100000,6,340,None reported,VFR,TAF,6+,11000,5,280,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-25 12:00:00,METAR,14.4,16.7,10+,1200,4,290,None reported,MVFR,TAF,6+,3500,4,300,None reported,VFR,797,39.717331,'-86.294383,11.41,Fail to Detect - Type II (2) error,Dfa
KIND,2024-09-25 06:00:00,METAR,15,17.2,10+,7000,4,290,None reported,VFR,TAF,6+,4000,5,280,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-25 00:00:00,METAR,16.1,21.1,10+,100000,8,260,None reported,VFR,TAF,6+,6000,7,260,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-24 18:00:00,METAR,18.9,23.9,10+,2600,16,240,None reported,MVFR,TAF,6+,1500,10,190,VCTS,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-24 12:00:00,METAR,18.3,18.9,6,10000,4,140,BR,VFR,TAF,5,8000,5,160,BR,MVFR,797,39.717331,'-86.294383,11.41,False Alarm - Type I (1) error,Dfa
KIND,2024-09-24 06:00:00,METAR,17.8,18.9,10+,4600,8,110,None reported,VFR,TAF,6,2500,5,120,SHRA BR,MVFR,797,39.717331,'-86.294383,11.41,False Alarm - Type I (1) error,Dfa
KIND,2024-09-24 00:00:00,METAR,18.3,19.4,10+,3400,7,100,None reported,VFR,TAF,6+,3500,5,100,'-SHRA,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-23 18:00:00,METAR,16.7,21.7,10+,2100,4,60,None reported,MVFR,TAF,6+,2500,4,VRB,None reported,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-23 12:00:00,METAR,17.8,18.9,7,1900,4,50,None reported,MVFR,TAF,6+,1200,4,320,None reported,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-23 06:00:00,METAR,18.9,20.6,10+,1300,8,300,None reported,MVFR,TAF,6+,1200,5,300,None reported,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-23 00:00:00,METAR,20.6,22.8,10+,2400,7,220,'-RA,MVFR,TAF,6+,2500,8,230,'-SHRA,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-19 18:00:00,METAR,11.7,31.1,10+,100000,0,0,None reported,VFR,TAF,6+,100000,5,310,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-19 12:00:00,METAR,13.9,18.3,10+,100000,3,10,None reported,VFR,TAF,6+,100000,5,20,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-19 06:00:00,METAR,10,21.7,10+,25000,5,20,None reported,VFR,TAF,6+,100000,5,40,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-19 00:00:00,METAR,10.6,26.7,10+,100000,4,320,None reported,VFR,TAF,6+,100000,5,20,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-18 18:00:00,METAR,19,31,10+,100000,0,0,None reported,VFR,TAF,6+,100000,5,60,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-18 12:00:00,METAR,10,16.1,10+,100000,3,10,None reported,VFR,TAF,6+,100000,3,80,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-18 06:00:00,METAR,8.3,19.4,10+,100000,5,150,None reported,VFR,TAF,6+,100000,4,80,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-18 00:00:00,METAR,7.2,26.1,10+,100000,7,50,None reported,VFR,TAF,6+,100000,6,70,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-17 18:00:00,METAR,8.3,28.9,10+,100000,6,80,None reported,VFR,TAF,6+,100000,6,100,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-17 12:00:00,METAR,10.6,17.2,10+,100000,6,100,None reported,VFR,TAF,6+,100000,7,100,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-17 06:00:00,METAR,9.4,20,10+,100000,5,60,None reported,VFR,TAF,6+,100000,6,60,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-17 00:00:00,METAR,9.4,27.2,10+,100000,4,140,None reported,VFR,TAF,6+,100000,6,90,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-16 18:00:00,METAR,10,30,10+,100000,5,110,None reported,VFR,TAF,6+,100000,6,90,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-16 12:00:00,METAR,8.9,17.2,10+,100000,4,50,None reported,VFR,TAF,6+,100000,3,40,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-16 06:00:00,METAR,8.3,20,10+,100000,5,100,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-16 00:00:00,METAR,10.6,27.2,10+,100000,5,110,None reported,VFR,TAF,6+,100000,7,90,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-15 18:00:00,METAR,13.9,28.9,10+,100000,6,120,None reported,VFR,TAF,6+,100000,9,120,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-15 12:00:00,METAR,13.3,19.4,10+,100000,7,100,None reported,VFR,TAF,6+,100000,6,90,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-15 06:00:00,METAR,12.8,22.2,10+,100000,8,100,None reported,VFR,TAF,6+,100000,6,90,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-15 00:00:00,METAR,14.4,28.3,10+,100000,6,90,None reported,VFR,TAF,6+,100000,7,90,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-14 18:00:00,METAR,15,30,10+,100000,8,120,None reported,VFR,TAF,6+,100000,12,120,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-14 12:00:00,METAR,16.1,21.1,10+,25000,9,100,None reported,VFR,TAF,6+,10000,8,90,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-14 06:00:00,METAR,16.1,23.3,10+,10000,6,100,None reported,VFR,TAF,6+,8000,6,90,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-14 00:00:00,METAR,16.1,26.1,10+,16000,8,130,None reported,VFR,TAF,6+,6000,9,120,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-13 18:00:00,METAR,15.6,27.2,10+,16000,8,100,None reported,VFR,TAF,6+,5000,9,120,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-13 12:00:00,METAR,12.2,18.9,10+,15000,8,110,None reported,VFR,TAF,6+,15000,9,100,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-13 06:00:00,METAR,11.1,20.6,10+,25000,6,90,None reported,VFR,TAF,6+,25000,9,100,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-13 00:00:00,METAR,11.1,27.2,10+,25000,9,110,None reported,VFR,TAF,6+,25000,9,100,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-12 18:00:00,METAR,8.9,30.6,10+,25000,7,90,None reported,VFR,TAF,6+,25000,9,110,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-12 12:00:00,METAR,11.1,16.7,10+,100000,5,60,None reported,VFR,TAF,6+,100000,5,60,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-12 06:00:00,METAR,11.7,18.3,10+,100000,5,60,None reported,VFR,TAF,6+,100000,5,90,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-12 00:00:00,METAR,8.3,26.7,10+,100000,5,130,None reported,VFR,TAF,6+,100000,6,90,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-11 18:00:00,METAR,8.3,28.9,10+,100000,3,VRB,None reported,VFR,TAF,6+,100000,6,120,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-11 12:00:00,METAR,11.7,15.6,10+,100000,3,100,None reported,VFR,TAF,6+,100000,0,0,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-11 06:00:00,METAR,11.1,17.2,10+,100000,0,0,None reported,VFR,TAF,6+,100000,0,0,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-11 00:00:00,METAR,7.8,25,10+,100000,4,190,None reported,VFR,TAF,6+,100000,4,160,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-10 18:00:00,METAR,7.2,26.7,10+,100000,3,VRB,None reported,VFR,TAF,6+,100000,4,120,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-10 12:00:00,METAR,9.4,12.2,10+,100000,0,0,None reported,VFR,TAF,6+,100000,0,0,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-10 06:00:00,METAR,8.9,13.9,10+,100000,3,250,None reported,VFR,TAF,6+,100000,0,0,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-10 00:00:00,METAR,6.1,21.7,10+,100000,5,300,None reported,VFR,TAF,6+,100000,6,280,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-09 18:00:00,METAR,5.6,23.9,10+,100000,8,280,None reported,VFR,TAF,6+,100000,6,270,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-09 12:00:00,METAR,6.1,8.3,10+,100000,3,210,None reported,VFR,TAF,6+,100000,5,230,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-09 06:00:00,METAR,6.7,11.1,10+,100000,3,270,None reported,VFR,TAF,6+,100000,5,240,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-09 00:00:00,METAR,4.4,17.2,10+,25000,4,280,None reported,VFR,TAF,6+,100000,3,290,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-08 18:00:00,METAR,3.9,18.9,10+,100000,4,110,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-08 12:00:00,METAR,5,7.2,10+,100000,0,0,None reported,VFR,TAF,6+,100000,5,10,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-08 06:00:00,METAR,6.1,10.6,10+,100000,5,10,None reported,VFR,TAF,6+,100000,5,10,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-08 00:00:00,METAR,6.7,16.7,10+,100000,7,340,None reported,VFR,TAF,6+,100000,8,350,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-07 18:00:00,METAR,7.2,17.8,10+,100000,10,330,None reported,VFR,TAF,6+,100000,11,350,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-07 12:00:00,METAR,7.8,10.6,10+,100000,6,330,None reported,VFR,TAF,6+,100000,9,360,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-07 06:00:00,METAR,8.9,12.8,10+,100000,7,320,None reported,VFR,TAF,6+,100000,9,360,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-07 00:00:00,METAR,11.1,20.6,10+,7000,17,350,None reported,VFR,TAF,6+,10000,15,360,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-06 18:00:00,METAR,17.2,23.9,10+,2500,8,350,None reported,MVFR,TAF,6+,3500,10,320,None reported,VFR,797,39.717331,'-86.294383,11.41,Fail to Detect - Type II (2) error,Dfa
KIND,2024-09-06 12:00:00,METAR,17.2,20.6,10+,100000,4,20,None reported,VFR,TAF,6+,6000,5,270,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-06 06:00:00,METAR,18.3,22.8,10+,100000,6,270,None reported,VFR,TAF,6+,100000,5,270,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-06 00:00:00,METAR,16.1,27.8,10+,100000,8,200,None reported,VFR,TAF,6+,100000,5,250,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIAH,2024-11-25 18:00:00,METAR,18.3,27.8,10+,3600,10,230,None reported,VFR,TAF,6+,100000,12,210,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-25 12:00:00,METAR,16.1,17.2,10+,3600,3,150,None reported,VFR,TAF,6+,3500,3,160,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-25 06:00:00,METAR,17.8,21.1,10+,100000,4,170,None reported,VFR,TAF,6+,100000,4,170,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-25 00:00:00,METAR,16.7,24.4,10+,25000,7,180,None reported,VFR,TAF,6+,25000,7,180,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-24 18:00:00,METAR,15,27.2,10+,25000,13,180,None reported,VFR,TAF,6+,100000,12,180,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-24 12:00:00,METAR,12.8,14.4,10+,25000,3,120,None reported,VFR,TAF,6+,100000,5,150,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-24 06:00:00,METAR,12.2,15,10+,100000,4,150,None reported,VFR,TAF,6+,100000,6,150,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-24 00:00:00,METAR,10.6,18.9,10+,100000,9,130,None reported,VFR,TAF,6+,100000,6,150,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-23 18:00:00,METAR,7.8,22.2,10+,100000,5,150,None reported,VFR,TAF,6+,100000,5,150,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-23 12:00:00,METAR,6.1,8.3,10+,100000,0,0,None reported,VFR,TAF,6+,100000,0,0,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-23 06:00:00,METAR,7.2,10.6,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-23 00:00:00,METAR,5,16.7,10+,100000,0,0,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-22 18:00:00,METAR,2.2,21.1,10+,100000,5,340,None reported,VFR,TAF,6+,100000,7,360,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-22 12:00:00,METAR,4.4,8.9,10+,100000,0,0,None reported,VFR,TAF,6+,100000,0,0,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-22 06:00:00,METAR,3.3,9.4,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-22 00:00:00,METAR,3.3,15,10+,100000,3,260,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-21 18:00:00,METAR,-7.2,20,10+,100000,5,350,None reported,VFR,TAF,6+,100000,5,350,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-21 12:00:00,METAR,0.6,7.2,10+,100000,0,0,None reported,VFR,TAF,6+,100000,2,VRB,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-21 06:00:00,METAR,0.6,10.6,10+,100000,4,350,None reported,VFR,TAF,6+,100000,6,340,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-21 00:00:00,METAR,-2.2,16.7,10+,100000,6,340,None reported,VFR,TAF,6+,100000,10,360,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-20 18:00:00,METAR,0,20,10+,100000,21,10,None reported,VFR,TAF,6+,100000,13,360,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-20 12:00:00,METAR,8.3,15,10+,100000,13,350,None reported,VFR,TAF,6+,100000,13,340,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-20 06:00:00,METAR,11.1,13.9,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-20 00:00:00,METAR,11.1,18.9,10+,100000,3,280,None reported,VFR,TAF,6+,100000,5,260,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-19 18:00:00,METAR,10,25.6,10+,100000,7,250,None reported,VFR,TAF,6+,100000,5,300,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-19 12:00:00,METAR,13.3,13.9,10+,100000,0,0,MIFG,VFR,TAF,6+,100000,0,0,MIFG,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-19 06:00:00,METAR,15.6,17.2,10+,100000,4,290,None reported,VFR,TAF,6+,100000,0,0,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-19 00:00:00,METAR,16.1,18.3,10+,2500,4,350,None reported,MVFR,TAF,6+,3500,8,320,VCSH,VFR,97,29.984433,'-95.341442,20.57,Fail to Detect - Type II (2) error,Cfa
KIAH,2024-11-18 18:00:00,METAR,22.2,28.9,10+,13000,16,180,None reported,VFR,TAF,6+,3500,13,160,VCSH,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-18 12:00:00,METAR,21.1,25,10+,3300,15,150,None reported,VFR,TAF,6+,5000,11,150,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-18 06:00:00,METAR,21.1,24.4,10+,4000,17,140,None reported,VFR,TAF,6+,5000,12,150,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-18 00:00:00,METAR,22.2,25,10+,2100,12,130,None reported,MVFR,TAF,6+,2000,15,140,VCSH,MVFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-17 18:00:00,METAR,23.9,26.1,5,2300,0,0,'-RA BR,MVFR,TAF,6,2900,8,170,BR VCSH,MVFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-17 12:00:00,METAR,22.8,23.9,4,1300,8,130,'-RA BR,MVFR,TAF,6+,1500,8,120,VCSH,MVFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-17 06:00:00,METAR,20,21.7,10+,2200,8,100,None reported,MVFR,TAF,6+,2200,8,120,VCSH,MVFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-17 00:00:00,METAR,18.3,22.8,10+,25000,9,120,None reported,VFR,TAF,6+,5000,11,120,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-16 18:00:00,METAR,15.6,24.4,10+,4500,6,110,None reported,VFR,TAF,6+,4500,6,100,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-16 12:00:00,METAR,11.7,15,10+,3800,6,40,None reported,VFR,TAF,6+,3500,4,VRB,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-16 06:00:00,METAR,10.6,12.2,10+,100000,3,150,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-16 00:00:00,METAR,8.3,18.3,10+,100000,7,130,None reported,VFR,TAF,6+,100000,6,130,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-15 18:00:00,METAR,7.8,22.8,10+,100000,4,90,None reported,VFR,TAF,6+,100000,10,70,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-15 12:00:00,METAR,6.7,8.9,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-15 06:00:00,METAR,7.2,11.1,10+,100000,0,0,None reported,VFR,TAF,6+,100000,4,20,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-15 00:00:00,METAR,3.9,20,10+,100000,6,10,None reported,VFR,TAF,6+,100000,4,20,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-14 18:00:00,METAR,3.9,23.9,10+,100000,11,10,None reported,VFR,TAF,6+,100000,10,10,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-14 12:00:00,METAR,7.2,13.9,10+,100000,5,340,None reported,VFR,TAF,6+,100000,10,350,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-14 06:00:00,METAR,6.1,19.4,10+,100000,9,340,None reported,VFR,TAF,6+,100000,10,350,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-14 00:00:00,METAR,13.9,23.9,10+,100000,0,0,None reported,VFR,TAF,6+,100000,8,330,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-13 18:00:00,METAR,15,26.7,10+,100000,8,270,None reported,VFR,TAF,6+,100000,5,270,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-13 12:00:00,METAR,12.8,14.4,10+,100000,0,0,None reported,VFR,TAF,6,100000,0,0,BR,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-13 06:00:00,METAR,12.8,15.6,10+,100000,0,0,None reported,VFR,TAF,6+,100000,0,0,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-13 00:00:00,METAR,13.9,20.6,10+,100000,3,110,None reported,VFR,TAF,6+,100000,5,70,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-12 18:00:00,METAR,12.8,25,10+,100000,6,60,None reported,VFR,TAF,6+,100000,5,60,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-12 12:00:00,METAR,13.9,16.1,10+,100000,0,0,None reported,VFR,TAF,1,100000,4,30,BR,IFR,97,29.984433,'-95.341442,20.57,False Alarm - Type I (1) error,Cfa
KIAH,2024-11-12 06:00:00,METAR,16.1,18.3,10+,100000,3,VRB,None reported,VFR,TAF,6+,100000,3,20,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-11-12 00:00:00,METAR,15.6,23.3,10+,100000,6,50,None reported,VFR,TAF,6+,100000,5,30,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-10-19 18:00:00,METAR,13.9,27.8,10+,100000,10,110,None reported,VFR,TAF,6+,100000,12,90,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
KIAH,2024-10-19 12:00:00,METAR,12.8,15,10+,100000,7,60,None reported,VFR,TAF,6+,100000,6,50,None reported,VFR,97,29.984433,'-95.341442,20.57,Correct - No error (0),Cfa
